ID,Upvotes
7,256.048730212362
9,83.94221385522108
12,44.15405750506266
13,24.957809866714342
16,291.74423243956613
17,16.439871417518518
22,20.731641886342263
25,93.53272861339572
26,57.59086883173806
27,18.471593266988883
33,10.883252335434856
43,55.62590099920464
47,15.123613099903615
48,289.82148623069986
52,39.19748344725943
56,925.4608618145572
57,38.44731528836469
59,130.57812719405518
60,533.5945458841895
61,10.21471560197495
62,27.702707351835496
63,115.30774259631224
64,28.107068503517368
65,17.940042510123277
68,32.80288378987057
70,19.076013569423687
75,134.6806804876271
76,258.9908473490876
79,9.737389480138676
84,15.123613099903615
90,143.06963271881983
94,34.12499178516345
106,38.028414288007454
112,445.8040051330825
113,14.031379913141961
116,33.506031530026725
117,15.704177487183449
118,26.023283989702282
120,37.90230470592468
122,12.250444078947533
126,28.134583041157796
141,487.44741415198223
144,12.836946185340759
147,443.5751022039276
162,9.299373291424871
163,197.63458374668508
164,23.36547661129012
166,203.02793804398036
170,9.279866249500047
171,14.516393439184382
176,186.13237151052428
180,400.5108942848437
187,8.58448035691288
190,22.549625325968872
191,20.0976063975316
199,25.361647654018913
201,252.6027646546544
204,50.32352309218447
209,97.31145706593239
212,10.883252335434856
214,20.08656843828787
218,118.47968457553269
221,54.48703021276235
222,43.45370186775469
226,21.92149252214024
227,229.47731731021938
231,70.27988429931456
232,39.20252596955217
235,372.94806892630663
236,39.04285833151791
239,1640.763506091518
241,20.53051171760954
248,14.339329100370566
251,9.846135459886199
253,7.881516798631898
255,78.32483224691659
256,49.62585183132133
280,9.923253820931315
285,10.883252335434856
289,14.30795993317289
292,252.03043424049068
294,17.965096482934158
295,33.819259332712484
298,19.62601318895255
303,42.12949805101731
310,9.299373291424871
311,9.299373291424871
313,26.066781814942228
314,187.80765574030886
316,24.89486064353949
317,711.4414260515867
324,10.903513078328052
327,28.80235946570466
328,35.41659039457962
335,24.664145446371275
345,258.1740339124879
349,35.23086210691686
350,103.94687057123093
355,26.19240637653701
356,15.329571021720895
